grower,farm,field,field_fvid,lat,lng,year,tmin,tmax,gdd,cpba_count,cpba_value,cpbl_count,cpbl_value,cum_gdd,croptype,clas_prop,wei_prop,clas_intensity,wei_intensity,summer_avg_temp,summer_hottest_temp,summer_coldest_temp,summer_avg_percip,summer_heavy_rainfall_days,summer_temp_variability,summer_cold_days,winter_avg_temp,winter_hottest_temp,winter_coldest_temp,winter_heavy_rainfall_days,winter_temp_variability,winter_warm_day_count,winter_extreme_cold_days,spring_frost_free_days
Heartland Farms,Monday,H-43,63604,44.13018817,-89.53803895,2014,44.0644087370812,91.6611825258376,15.154757409526,1.10384615384615,1.175,2.45833333333333,2.45833333333333,1557.15749890817,43,0.6,0.6,0.147347780036156,0.149396911847482,20.4,32.2,6.1,0.811764705882353,0.0,2.1494185260204675,0.0,-4.343283582089553,19.4,-27.2,0.0,7.267970911880322,4.0,15.0,6.0
Heartland Farms,Monday,H-48,63608,44.09750717,-89.5379213,2014,43.9929125297267,91.8967729328808,14.8130865389705,1.93571428571429,1.93571428571429,3.07692307692308,3.07692307692308,1704.73649542867,5,0.0,0.0,0.146210903816641,0.152410239087951,20.4,32.2,6.1,1.8645161290322578,0.0,2.1494185260204675,0.0,-4.62183908045977,10.6,-31.1,0.0,5.054273468994845,0.0,22.0,10.0
Heartland Farms,Monday,H-5,63610,44.12107449,-89.61301521,2014,45.0077974697397,85.3711909969236,15.3578039413188,1.45454545454545,1.45454545454545,2.16666666666667,2.16666666666667,1493.00270851144,43,0.4,0.466666666666667,0.259306496374692,0.259536965872037,18.655737704918028,32.2,-1.1,1.4738095238095237,1.0,4.096522394944961,8.0,-12.090588235294115,6.1,-31.1,0.0,6.696420926232798,0.0,54.0,5.0
Heartland Farms,Monday,J-32,63613,44.19785608,-89.41115019,2014,45.3284062152797,78.9349390341536,13.0471884331782,1.70909090909091,1.63,1.13636363636364,1.13636363636364,1524.29739969354,43,0.6,0.666666666666667,0.159461678923702,0.177547897704136,19.223770491803275,34.5,0.0,0.811764705882353,0.0,3.9409704992319203,4.0,-10.410112359550562,7.8,-28.8,0.0,6.382861372880791,0.0,51.0,8.0
Heartland Farms,Monday,K-01,63620,44.07244199,-89.46858773,2014,44.4878049650066,92.1878049650066,15.4308074343245,0.769230769230769,0.769230769230769,2.34166666666667,2.34166666666667,1573.87380457072,43,0.6,0.6,0.0185469190277071,0.0185214945184782,20.4,32.2,6.1,1.8504065040650408,0.0,2.1494185260204675,0.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
Heartland Farms,Monday,K-14,63624,44.21783921,-89.40044106,2014,43.43,81.2872256027412,12.7390416854552,2.66428571428571,2.66428571428571,4.34615384615385,4.34615384615385,1750.80297712623,43,0.4,0.466666666666667,0.270716729343346,0.286874902076706,19.223770491803275,34.5,0.0,1.8645161290322578,0.0,3.9409704992319203,4.0,-10.410112359550562,7.8,-28.8,0.0,6.382861372880791,0.0,51.0,8.0
Heartland Farms,Wednesday,H-64,63630,44.08855717,-89.57783452,2014,44.0542485345302,91.8511883298754,14.7495042211305,1.96428571428571,1.96428571428571,3.22142857142857,3.22142857142857,1709.70494697316,43,0.6,0.6,0.277764289344163,0.287345556607762,20.4,32.2,6.1,0.811764705882353,0.0,2.1494185260204675,0.0,-4.343283582089553,19.4,-27.2,0.0,7.267970911880322,4.0,15.0,6.0
Heartland Farms,Thursday,H-65,63631,44.08491105,-89.58543698,2014,44.0870910733035,91.8340970016061,14.7547055661024,1.28642857142857,1.28642857142857,2.78571428571429,2.78571428571429,1710.48390123686,43,0.6,0.6,0.279007791378094,0.278007914285222,20.4,32.2,6.1,2.8285714285714287,0.0,2.1494185260204675,0.0,-3.94,14.4,-27.2,0.0,6.742921276551591,6.0,20.0,11.0
Heartland Farms,Monday,H-66,63632,44.07939266,-89.55769417,2014,43.9719153815097,91.9750274774891,14.7402778542748,1.06733333333333,1.06733333333333,1.56666666666667,1.56666666666667,1823.14792999229,43,0.6,0.6,0.378773345728923,0.372196579411839,20.4,32.2,6.1,0.811764705882353,0.0,2.1494185260204675,0.0,-4.343283582089553,19.4,-27.2,0.0,7.267970911880322,4.0,15.0,6.0
Heartland Farms,Monday,H-68,63634,44.0864689,-89.54840678,2014,43.9925014905493,91.9444581748285,14.7335816995068,1.35785714285714,1.35785714285714,2.4,2.4,1705.39460487056,43,0.6,0.6,0.259631597523844,0.269774966188331,20.4,32.2,6.1,0.811764705882353,0.0,2.1494185260204675,0.0,-4.343283582089553,19.4,-27.2,0.0,7.267970911880322,4.0,15.0,6.0
Heartland Farms,Monday,J-15,63643,44.23228006,-89.38009687,2014,43.4287353122823,81.2345550792103,12.6858318192383,1.37272727272727,1.37272727272727,3.27272727272727,3.27272727272727,1734.37178337004,43,0.4,0.466666666666667,0.241947034341152,0.23557440271106,19.223770491803275,34.5,0.0,1.8645161290322578,0.0,3.9409704992319203,4.0,-10.410112359550562,7.8,-28.8,0.0,6.382861372880791,0.0,51.0,8.0
Heartland Farms,Monday,J-17,63645,44.23045463,-89.40047921,2014,43.43,81.2096285571489,12.7464513943785,3.43333333333333,3.65454545454546,4.75,4.75,1739.93612495072,43,0.4,0.466666666666667,0.278866733093444,0.258940267725763,19.223770491803275,34.5,0.0,0.811764705882353,0.0,3.9409704992319203,4.0,-10.410112359550562,7.8,-28.8,0.0,6.382861372880791,0.0,51.0,8.0
Heartland Farms,Monday,J-4,63656,44.2453362,-89.37717143,2014,45.3761879494548,78.5206459123581,12.5160620863635,1.0,1.0,4.62,4.62,1608.57315717455,43,0.4,0.466666666666667,0.19514083650556,0.196556632330807,19.223770491803275,34.5,0.0,2.287671232876712,0.0,3.9409704992319203,4.0,-10.410112359550562,7.8,-28.8,0.0,6.382861372880791,0.0,51.0,8.0
Heartland Farms,Monday,B-35,63665,44.27625108,-89.52005167,2014,43.4500266853942,80.8646006092268,13.469577721045,0.961538461538462,0.961538461538462,2.38461538461538,2.38461538461538,1609.32375218791,43,0.6,0.6,0.256939632429855,0.261410982662945,18.62032520325203,31.1,-1.1,1.4738095238095237,1.0,4.082167524325117,8.0,-12.186666666666666,6.1,-31.1,0.0,6.656131751072874,0.0,58.0,5.0
Heartland Farms,Monday,H-26,63693,44.16061677,-89.51980298,2014,44.107592940155,91.398279887448,15.1103318050393,1.28461538461538,1.28461538461538,2.475,2.475,1545.56737320998,43,0.6,0.6,0.113980420895783,0.116616281687815,18.655737704918028,32.2,-1.1,1.4738095238095237,1.0,4.096522394944961,8.0,-12.090588235294115,6.1,-31.1,0.0,6.696420926232798,0.0,54.0,5.0
Heartland Farms,Thursday,H-52,63702,44.08668359,-89.56786338,2014,44.0111733257078,91.9023573899634,14.7410397818896,1.465,1.465,2.14285714285714,2.14285714285714,1708.17611422034,43,0.6,0.6,0.339317369459502,0.342516064639092,20.4,32.2,6.1,2.61,0.0,2.1494185260204675,0.0,-6.535593220338982,8.3,-33.3,1.0,6.441588011316731,0.0,15.0,1.0
Heartland Farms,Thursday,H-54,63704,44.07243896,-89.57449974,2014,44.0398423237181,91.9352250845693,15.0732178786546,0.857142857142857,0.857142857142857,1.71428571428571,1.71428571428571,1707.62551076688,43,0.6,0.6,0.273991693120998,0.254324677316608,20.4,32.2,6.1,1.3065040650406503,0.0,2.1494185260204675,0.0,-7.228888888888889,17.8,-31.7,0.0,6.1010082873527605,2.0,33.0,3.0
Heartland Farms,Monday,J-1,63706,44.231894,-89.44089647,2014,45.3795816811775,78.7224457109133,12.7183547722785,2.24818181818182,2.24818181818182,2.36363636363636,2.36363636363636,1632.09637390823,43,0.6,0.6,0.0833361992687019,0.0872657172148568,18.655737704918028,32.2,-1.1,1.4738095238095237,1.0,4.096522394944961,8.0,-12.090588235294115,6.1,-31.1,0.0,6.696420926232798,0.0,54.0,5.0
Heartland Farms,Monday,J-23,63707,44.21774145,-89.39042082,2014,43.4279879529333,81.2973617631774,12.5262674391214,1.8,1.8,3.95454545454546,3.95454545454546,1503.734737841,43,0.4,0.466666666666667,0.24130019599963,0.250271800411801,19.223770491803275,34.5,0.0,1.8645161290322578,0.0,3.9409704992319203,4.0,-10.410112359550562,7.8,-28.8,0.0,6.382861372880791,0.0,51.0,8.0
Heartland Farms,Monday,J-24,63708,44.2103966,-89.39053767,2014,43.4273181012451,81.3290914589829,12.4918947329467,1.68333333333333,1.68333333333333,4.22727272727273,4.22727272727273,1508.66059826138,43,0.6,0.666666666666667,0.245644714963381,0.262970629807114,19.223770491803275,34.5,0.0,0.811764705882353,0.0,3.9409704992319203,4.0,-10.410112359550562,7.8,-28.8,0.0,6.382861372880791,0.0,51.0,8.0
Heartland Farms,Monday,J-31,63716,44.1979202,-89.40305883,2014,45.2988443417495,78.9048231648046,13.0190960679912,0.758333333333333,0.736363636363636,1.95454545454545,1.95454545454545,1521.43295610572,43,0.6,0.666666666666667,0.207786910975715,0.209700733282766,19.223770491803275,34.5,0.0,0.811764705882353,0.0,3.9409704992319203,4.0,-10.410112359550562,7.8,-28.8,0.0,6.382861372880791,0.0,51.0,8.0
Heartland Farms,Monday,K-2,63719,44.06521387,-89.42309275,2014,44.7467935956372,92.4847479658472,15.6148667069441,0.5,0.5,1.54166666666667,1.54166666666667,1582.85844759873,43,0.4,0.466666666666667,0.0454341470361336,0.0531704896571099,20.4,32.2,6.1,1.8645161290322578,0.0,2.1494185260204675,0.0,-4.62183908045977,10.6,-31.1,0.0,5.054273468994845,0.0,22.0,10.0
Heartland Farms,Monday,K-20,63720,44.23472141,-89.51736412,2014,43.6041088943153,81.2180169317775,14.0514487130665,2.30769230769231,2.30769230769231,2.07692307692308,2.07692307692308,1761.34240196016,43,0.4,0.466666666666667,0.212340972505723,0.219335168009359,18.62032520325203,31.1,-1.1,1.4738095238095237,1.0,4.082167524325117,8.0,-12.186666666666666,6.1,-31.1,0.0,6.656131751072874,0.0,58.0,5.0
Heartland Farms,Monday,K-3,63722,44.06526717,-89.41573064,2014,44.7781373140217,92.5481261693928,15.6480141499734,0.823076923076923,0.823076923076923,1.40833333333333,1.40833333333333,1584.40971567516,43,0.4,0.466666666666667,0.0446504389027683,0.0523273365193073,20.4,32.2,6.1,1.8645161290322578,0.0,2.1494185260204675,0.0,-4.62183908045977,10.6,-31.1,0.0,5.054273468994845,0.0,22.0,10.0
Heartland Farms,Monday,K-4,63723,44.15969537,-89.38748934,2014,45.1153683696811,81.8900799555701,13.327408115595,0.730769230769231,0.730769230769231,1.84166666666667,1.84166666666667,1535.60807061182,43,0.4,0.466666666666667,0.061982797022684,0.0671306767510951,20.4,32.2,6.1,1.8645161290322578,0.0,2.1494185260204675,0.0,-4.62183908045977,10.6,-31.1,0.0,5.054273468994845,0.0,22.0,10.0
Heartland Farms,Monday,H-55,63724,44.07200153,-89.56650049,2014,44.0052856567599,91.9716714457807,15.0616215864693,1.43214285714286,1.53846153846154,1.64285714285714,1.64285714285714,1705.98079581794,43,0.6,0.6,0.302636647999561,0.289519997334261,20.4,32.2,6.1,0.811764705882353,0.0,2.1494185260204675,0.0,-4.343283582089553,19.4,-27.2,0.0,7.267970911880322,4.0,15.0,6.0
Heartland Farms,Thursday,H-56,63725,44.07219879,-89.55783057,2014,43.9718804546852,92.0061049408498,15.018671259974,0.846153846153846,0.846153846153846,1.25,1.25,1561.38967352827,43,0.6,0.6,0.315262282798912,0.313108928319527,20.4,32.2,6.1,2.8285714285714287,0.0,2.1494185260204675,0.0,-3.94,14.4,-27.2,0.0,6.742921276551591,6.0,20.0,11.0
Heartland Farms,Monday,H-6,63729,44.12286399,-89.62333437,2014,45.1836132667844,88.0588088051363,16.6238179472095,1.60714285714286,1.60714285714286,2.61538461538462,2.61538461538462,1758.9755407581,43,0.4,0.466666666666667,0.283951753270901,0.285994200763195,18.655737704918028,32.2,-1.1,1.4738095238095237,1.0,4.096522394944961,8.0,-12.090588235294115,6.1,-31.1,0.0,6.696420926232798,0.0,54.0,5.0
Heartland Farms,Monday,H-60,63730,44.13755433,-89.58569737,2014,44.8806769389223,87.9975390161526,16.5533309879001,2.71428571428571,2.71428571428571,4.30769230769231,4.30769230769231,1752.0871109251,43,0.6,0.6,0.223316508714657,0.205926679968406,18.655737704918028,32.2,-1.1,1.4738095238095237,1.0,4.096522394944961,8.0,-12.090588235294115,6.1,-31.1,0.0,6.696420926232798,0.0,54.0,5.0
Heartland Farms,Tuesday,H-61,63731,44.13731628,-89.59276484,2014,44.9091515787608,87.99959576451,16.5563903876533,2.3,2.3,3.69230769230769,3.69230769230769,1752.52867966387,43,0.6,0.6,0.207425303144001,0.197201966159354,18.655737704918028,32.2,-1.1,1.4738095238095237,1.0,4.096522394944961,8.0,-12.090588235294115,6.1,-31.1,0.0,6.696420926232798,0.0,54.0,5.0
Heartland Farms,Monday,J-8,63734,44.24757078,-89.41193398,2014,43.3684992857976,83.7754145830319,12.8528942046892,1.02083333333333,1.02083333333333,3.2,3.2,1481.16495031027,43,0.2,0.333333333333333,0.217948899904085,0.224864480768355,19.194308943089432,34.5,0.0,18.1,0.0,3.938363245221651,4.0,-10.422222222222222,7.8,-28.8,0.0,6.347940969858178,0.0,52.0,4.0
Heartland Farms,Monday,K-8,63739,44.2328818,-89.3620734,2014,45.4066555784904,81.2319555670142,12.9583062423678,2.45909090909091,2.45909090909091,6.0,6.0,1618.51647363597,43,0.2,0.333333333333333,0.101521689996407,0.108676693215713,19.223770491803275,34.5,0.0,0.811764705882353,0.0,3.9409704992319203,4.0,-10.410112359550562,7.8,-28.8,0.0,6.382861372880791,0.0,51.0,8.0
Heartland Farms,Monday,K-9,63740,44.23780775,-89.36769274,2014,45.4017936914998,81.1749383844034,13.0780670317646,0.678571428571429,0.653846153846154,2.28181818181818,2.28181818181818,1726.35431793457,43,0.2,0.333333333333333,0.140521208574536,0.149437095676675,19.223770491803275,34.5,0.0,0.811764705882353,0.0,3.9409704992319203,4.0,-10.410112359550562,7.8,-28.8,0.0,6.382861372880791,0.0,51.0,8.0
Heartland Farms,Monday,J-13,63759,44.23932676,-89.4852865,2014,43.4680507366905,80.9982267782474,13.8909364278245,3.25,3.25,3.15384615384615,3.15384615384615,1746.56353539707,43,0.6,0.6,0.0981492507924674,0.0936062525924295,18.648780487804874,32.2,-1.1,1.4738095238095237,1.0,4.080428413976082,8.0,-12.186666666666666,6.1,-31.1,0.0,6.656131751072874,0.0,58.0,5.0
Helbach Farms,Helbach Farms,P-63,63851,44.36103715,-89.17203416,2014,45.0383254355136,85.6610119534366,16.1564050983708,0.65,0.65,0.322727272727273,0.35,1729.1615300049,43,0.4,0.4,0.0407973595709747,0.0388362739831329,19.306611570247934,34.5,0.0,2.9032520325203253,0.0,3.956613356925132,4.0,-10.410112359550562,7.8,-28.8,0.0,6.382861372880791,0.0,51.0,8.0
Sterling Farms,Joe Seis,Tureck,63978,43.86619413,-89.94086807,2014,51.2231288218786,85.0779130081291,17.3946062266865,0.757142857142857,0.757142857142857,1.2,1.2,1375.68146056449,5,0.0,0.0,0.0124324403550864,0.018954368101683,18.2900826446281,31.0,-4.7,4.512711864406779,0.0,4.000550065484282,10.0,-12.111904761904762,7.0,-30.9,0.0,6.345407309111944,0.0,58.0,8.0
Sterling Farms,Joe Seis,Kane East,63979,43.92084303,-89.913146,2014,50.9435846092897,88.2064928391643,17.1834921243247,0.616666666666667,0.6875,2.01428571428571,2.01428571428571,1265.54602660658,43,0.4,0.6,0.0131713143846545,0.0190903383215366,18.2900826446281,31.0,-4.7,2.032520325203252,0.0,4.000550065484282,10.0,-12.111904761904762,7.0,-30.9,0.0,6.345407309111944,0.0,58.0,8.0
Sterling Farms,Joe Seis,Kane West,63980,43.91955887,-89.92049782,2014,50.9315363850614,88.2095617076996,17.479610223562,1.39583333333333,1.5,2.88888888888889,2.88888888888889,1759.80212144006,43,0.4,0.6,0.0131967908150236,0.0190988304652432,18.2900826446281,31.0,-4.7,2.032520325203252,0.0,4.000550065484282,10.0,-12.111904761904762,7.0,-30.9,0.0,6.345407309111944,0.0,58.0,8.0
Miller Farms,Miller Farms,Hutch S,63986,44.1088641,-89.56018234,2014,43.980178620744,87.5277110821712,16.4435924963271,1.53846153846154,1.63636363636364,4.57272727272727,4.57272727272727,1710.5572959377,43,0.4,0.466666666666667,0.14351104154014,0.158179888477615,20.4,32.2,6.1,0.811764705882353,0.0,2.1494185260204675,0.0,-4.343283582089553,19.4,-27.2,0.0,7.267970911880322,4.0,15.0,6.0
Harmony Ag,Harmony Ag,Gordy's,64408,43.91956616,-89.6350825,2014,50.9490033714638,87.3215591422607,17.0168418977975,0.427272727272727,0.427272727272727,1.145,1.145,1541.349977501,43,0.2,0.333333333333333,0.0807760993884762,0.0891906198129797,20.4,32.2,6.1,1.8504065040650408,0.0,2.1494185260204675,0.0,-4.4222222222222225,9.4,-27.2,0.0,5.816400249310116,0.0,18.0,5.0
Harmony Ag,Harmony Ag,Hodge Circle 402-036,64454,43.92127044,-89.65444039,2014,53.061885741883,86.9852413817896,16.9766997499673,0.5,0.5,0.0,0.0,528.163675849461,43,0.4,0.533333333333333,0.150281312467655,0.17209694247767,20.4,32.2,6.1,1.8645161290322578,0.0,2.1494185260204675,0.0,-4.62183908045977,10.6,-31.1,0.0,5.054273468994845,0.0,22.0,10.0
Harmony Ag,Harmony Ag,Hodge Wiper 402-035,64455,43.91689609,-89.65606924,2014,53.0429885833506,86.9704405734718,16.9695467543847,1.33333333333333,0.75,0.0,0.0,528.133683806936,43,0.6,0.666666666666667,0.142492826051981,0.16019160481519,20.4,32.2,6.1,1.8645161290322578,0.0,2.1494185260204675,0.0,-4.62183908045977,10.6,-31.1,0.0,5.054273468994845,0.0,22.0,10.0
Heartland Farms,Monday,C-31,112735,44.01638875,-89.66088792,2014,50.6471630326844,87.6727961133455,17.1830144806991,0.858333333333333,0.890909090909091,2.02727272727273,2.02727272727273,1549.96973046664,43,0.4,0.466666666666667,0.0597969202062554,0.0685653039318102,20.4,32.2,6.1,0.811764705882353,0.0,2.1494185260204675,0.0,-4.343283582089553,19.4,-27.2,0.0,7.267970911880322,4.0,15.0,6.0
Heartland Farms,Monday,C-32,112736,44.01812131,-89.64867609,2014,47.5997192407102,87.6852807396936,16.6815346594306,1.04615384615385,1.18181818181818,2.75,2.95833333333333,1694.69970382888,43,0.4,0.466666666666667,0.107580525369735,0.12289996960478,20.4,32.2,6.1,0.811764705882353,0.0,2.1494185260204675,0.0,-4.343283582089553,19.4,-27.2,0.0,7.267970911880322,4.0,15.0,6.0
Heartland Farms,Monday,C-41,112737,44.03603729,-89.60404675,2014,47.5700000000001,87.8007239403706,17.1231217644921,1.15714285714286,1.16923076923077,2.12307692307692,2.12307692307692,1697.01481138239,43,0.2,0.333333333333333,0.219148490970199,0.228521118622143,20.4,32.2,6.1,1.8645161290322578,0.0,2.1494185260204675,0.0,-4.62183908045977,10.6,-31.1,0.0,5.054273468994845,0.0,22.0,10.0
Heartland Farms,Monday,C-43,112738,44.03631377,-89.57718274,2014,50.5054938037606,87.8077440946036,17.3743617882661,1.16666666666667,1.16666666666667,2.8,2.8,1822.68872050306,43,0.4,0.533333333333333,0.24063800070227,0.247416602110245,20.4,32.2,6.1,2.8285714285714287,0.0,2.1494185260204675,0.0,-3.94,14.4,-27.2,0.0,6.742921276551591,6.0,20.0,11.0
Heartland Farms,Monday,H-70,112739,44.13761295,-89.7079769,2014,47.621674153196,87.6053800145261,16.8317031561168,2.14285714285714,2.14285714285714,3.45833333333333,3.45833333333333,1823.06115344672,43,0.2,0.333333333333333,0.0203143152370907,0.0328179504321491,18.627049180327866,31.1,-1.1,1.4738095238095237,1.0,4.098317269787967,8.0,-12.090588235294115,6.1,-31.1,0.0,6.696420926232798,0.0,54.0,5.0
Heartland Farms,Monday,H-74,112740,44.13705346,-89.7426773,2014,47.5700000000001,87.5859332626443,16.7870904482006,1.86428571428571,1.86428571428571,3.75,3.75,1820.70426237071,43,0.2,0.333333333333333,0.0173248409253369,0.0284245033859217,18.627049180327866,31.1,-1.1,1.4738095238095237,1.0,4.098317269787967,8.0,-12.090588235294115,6.1,-31.1,0.0,6.696420926232798,0.0,54.0,5.0
Heartland Farms,Wednesday,H-75,112741,44.09408421,-89.7529064,2014,47.5700000000001,87.7715600938923,17.0792578182955,1.72941176470588,1.72941176470588,2.6875,2.6875,1828.76070205775,43,0.2,0.333333333333333,0.0163303917236525,0.0272088273960388,18.627049180327866,31.1,-1.1,1.4738095238095237,1.0,4.098317269787967,8.0,-12.090588235294115,6.1,-31.1,0.0,6.696420926232798,0.0,54.0,5.0
Heartland Farms,Monday,J-40 E,112742,44.17764777,-89.41073576,2014,45.279538081074,81.995333823844,13.3630399544846,0.666666666666667,0.666666666666667,1.75,1.75,1668.97917523628,176,0.4,0.333333333333333,0.0750924564990359,0.0731987085249486,20.4,32.2,6.1,0.811764705882353,0.0,2.1494185260204675,0.0,-4.343283582089553,19.4,-27.2,0.0,7.267970911880322,4.0,15.0,6.0
Heartland Farms,Monday,W-7,112743,44.24691317,-89.19660764,2014,45.5326471528987,85.1326471528987,14.8206388730536,1.22727272727273,1.22727272727273,2.25,2.25,1717.93149795523,43,0.4,0.466666666666667,0.0544101765764668,0.0637493352740378,19.297540983606556,34.5,0.0,2.015068493150685,0.0,3.9415033234439503,4.0,-10.410112359550562,7.8,-28.8,0.0,6.382861372880791,0.0,51.0,8.0
Heartland Farms,Monday,W-8,112744,44.20289808,-89.17217125,2014,45.9492374414454,85.0325260102302,14.9097436827096,2.59090909090909,2.59090909090909,2.16666666666667,2.16666666666667,1725.9904798113,43,0.4,0.4,0.0351574736011459,0.0351574736011459,19.297540983606556,34.5,0.0,1.8645161290322578,0.0,3.9415033234439503,4.0,-10.410112359550562,7.8,-28.8,0.0,6.382861372880791,0.0,51.0,8.0
Heartland Farms,Monday,W-19,112745,44.2588273,-89.1500546,2014,45.5020464066047,85.07839569834,14.8401664388599,1.91666666666667,1.91666666666667,1.58333333333333,1.58333333333333,1720.50530033186,43,0.2,0.333333333333333,0.0360729368703907,0.0393227969004675,19.297540983606556,34.5,0.0,2.8285714285714287,0.0,3.9415033234439503,4.0,-10.410112359550562,7.8,-28.8,0.0,6.382861372880791,0.0,51.0,8.0
Heartland Farms,Monday,W-20,112746,44.24693038,-89.19657344,2014,45.5327948965009,85.1327948965009,14.8931334024645,2.07692307692308,2.07692307692308,1.61538461538462,1.61538461538462,1717.94840484782,43,0.4,0.466666666666667,0.0544988683130127,0.0638542835874908,19.297540983606556,34.5,0.0,2.015068493150685,0.0,3.9415033234439503,4.0,-10.410112359550562,7.8,-28.8,0.0,6.382861372880791,0.0,51.0,8.0
